Constituency,Name,Date
NA-135,nadeem abbas,2024-09-14
NA-136,riaz ul haq,2024-09-14
NA-138,muhammad mueen wattoo,2024-09-14
NA-139,ahmad raza maneka,2024-09-14
NA-140,rana iradat sharif khan,2024-09-14
NA-141,syed imran ahmad shah,2024-09-14
NA-144,muhammad raza hayat harraj,2024-09-14
NA-145,muhammad khan daha,2024-09-14
NA-147,choudhary iftikhar nazir,2024-09-14
NA-148,syed ali qasim gillani,2024-09-14
NA-149,malik muhammad aamir dogar,2024-09-14
NA-150,makhdoom zain hussain qureshi,2024-09-14
NA-151,syed ali musa gilani,2024-09-14
NA-152,syed abdul qadir gilani,2024-09-14
NA-153,rana muhammad qasim noon,2024-09-14
NA-154,abdul rehman khan kanju,2024-09-14
NA-155,khan muhammad saddique khan balooch,2024-09-14
NA-156,ayesha nazir,2024-09-14
NA-157,sajid mehdi,2024-09-14
NA-158,begum tehmina daultana,2024-09-14
NA-160,muhammad abdul ghaffar watto,2024-09-14
NA-162,ehsan ul haq bajwa,2024-09-14
NA-163,muhammad ijaz ul haq,2024-09-14
NA-164,mian riaz hussain pirzada,2024-09-14
NA-165,tariq bashir cheema,2024-09-14
NA-166,mk syed sami ul hasan gilani,2024-09-14
NA-167,muhammad usman awaisi,2024-09-14
NA-168,malik muhammad iqbal,2024-09-14
NA-169,syed murtaza mahmud,2024-09-14
NA-171,mk tahir rashid ud din,2024-09-14
NA-173,syed mustafa mehmood,2024-09-14
NA-174,muhammad azhar khan leghari,2024-09-14
NA-176,nawabzada iftikhar ahmed khan babar,2024-09-14
NA-178,aamir talal khan,2024-09-14
NA-179,muhammad shabbir ali qureshi,2024-09-14
NA-182,awais haider jakhar,2024-09-14
NA-183,khawaja sheraz mehmood,2024-09-14
NA-184,abdul qadir khan,2024-09-14
NA-185,zartaj gul,2024-09-14
NA-187,ammar ahmad khan leghari,2024-09-14
NA-188,hafeez ur rehman khan drishak,2024-09-14
NA-189,shamsher ali mazari,2024-09-14
NA-190,aijaz hussain jakhrani,2024-09-14
NA-191,ali jan mazari,2024-09-14
NA-192,mir shabbir ali bijarani,2024-09-14
NA-193,muhammad shahryar khan mahar,2024-09-14
NA-194,bilawal bhutto zardari,2024-09-14
NA-195,nazir ahmed bhugio,2024-09-14
NA-196,khurshed ahmed junejo,2024-09-14
NA-197,mir amir ali khan magsi,2024-09-14
NA-198,khalid ahmed khan lund,2024-09-14
NA-199,ali gohar khan mahar,2024-09-14
NA-200,nauman lslam shaikh,2024-09-14
NA-201,syed khursheed ahmed shah,2024-09-14
NA-202,nafisa shah,2024-09-14
NA-203,pir syed fazal ali shah jillani,2024-09-14
NA-204,syed javed ali shah jillani,2024-09-14
NA-205,syed abrar ali shah,2024-09-14
NA-206,zulfiqar ali behan,2024-09-14
NA-207,aseefa bhutto zardari,2024-09-14
NA-208,syed ghulam mustafa shah,2024-09-14
NA-209,shazia marri,2024-09-14
NA-210,salahuddin junejo,2024-09-14
NA-211,pir aftab hussain shah jilani,2024-09-14
NA-212,mir munawar ali talpur,2024-09-14
NA-213,nawab muhammad yousuf talpur,2024-09-14
NA-214,pir ameer ali shah jeelani,2024-09-14
NA-215,mahesh kumar malani,2024-09-14
NA-216,makhdoom jamil uz zaman,2024-09-14
NA-217,zulfiqar bachani,2024-09-14
NA-218,syed hussain tariq,2024-09-14
NA-219,abdul aleem khan,2024-09-14
NA-220,syed waseem hussain,2024-09-14
NA-221,syed naveed qamar,2024-09-14
NA-222,mir ghulam ali talpur,2024-09-14
NA-223,haji rasool bux chandio,2024-09-14
NA-224,syed ayaz ali shah sheerazi,2024-09-14
NA-225,sadiq ali memon,2024-09-14
NA-226,malik asad sikandar,2024-09-14
NA-227,lrfan ali leghari,2024-09-14
NA-228,rafiq ahmed jamali,2024-09-14
NA-229,jam abdul karim bijar,2024-09-14
NA-230,syed rafiullah,2024-09-14
NA-231,abdul hakeem baloch,2024-09-14
NA-232,aasia ishaque siddiqui,2024-09-14
NA-233,muhammad jawed hanif khan,2024-09-14
NA-234,muhammad moin aamer pirzada,2024-09-14
NA-235,muhammad iqbal khan (NA-235),2024-09-14
NA-236,hassaan sabir,2024-09-14
NA-237,asad alam niazi,2024-09-14
NA-238,sadiq iftikhar,2024-09-14
NA-239,sardar nabil ahmed gabol,2024-09-14
NA-240,arshad abdullah vohra,2024-09-14
NA-241,mirza ikhtiar baig,2024-09-14
NA-242,syed mustufa kamal,2024-09-14
NA-243,abdul qadir patel,2024-09-14
NA-244,muhammad farooq sattar,2024-09-14
NA-245,syed hafeezuddin,2024-09-14
NA-246,syed amin ul haque,2024-09-14
NA-247,khawaja izhar ul hassan,2024-09-14
NA-248,khalid maqbool siddiqui,2024-09-14
NA-249,ahmed saleem siddiqui,2024-09-14
NA-250,farhan chishti,2024-09-14
NA-252,sardar muhammad yaqoob khan nasir,2024-09-14
NA-253,mian khan,2024-09-14
NA-254,khalid hussain magsi,2024-09-14
NA-255,mir khan muhammad jamali,2024-09-14
NA-257,jam kamal khan,2024-09-14
NA-258,pullain,2024-09-14
NA-259,malik shah,2024-09-14
NA-260,muhammad usman badini,2024-09-14
NA-263,haji jamal shah kakar,2024-09-14
NA-264,nawabzada mir jamal khan raisani,2024-09-14
NA-266,mehmood khan achakzai,2024-09-14
Reserved Seat,tahira aurangzeb,2024-09-14
Reserved Seat,shaista pervaiz,2024-09-14
Reserved Seat,muneeba iqbal,2024-09-14
Reserved Seat,nuzhat sadiq,2024-09-14
Reserved Seat,musarrat asif khawaja,2024-09-14
Reserved Seat,seema mohi ud din jamili,2024-09-14
Reserved Seat,shaza fatima khawaja,2024-09-14
Reserved Seat,romina khurshid alam,2024-09-14
Reserved Seat,wajiha qamar,2024-09-14
Reserved Seat,zeb jaffar,2024-09-14
Reserved Seat,kiran imran dar,2024-09-14
Reserved Seat,zainab mehmood baloch,2024-09-14
Reserved Seat,zahra wadood fatemi,2024-09-14
Reserved Seat,asiya naz tanoli,2024-09-14
Reserved Seat,saba sadiq,2024-09-14
Reserved Seat,farah naz akbar,2024-09-14
Reserved Seat,shahnaz saleem malik,2024-09-14
Reserved Seat,hina rabbani khar,2024-09-14
Reserved Seat,munaza hassan,2024-09-14
Reserved Seat,farakh khan,2024-09-14
Reserved Seat,sehar kamran,2024-09-14
Reserved Seat,sharmila sahiba faruqui hashaam,2024-09-14
Reserved Seat,shagufta jumani,2024-09-14
Reserved Seat,shahida rehmani,2024-09-14
Reserved Seat,syeda shehla raza,2024-09-14
Reserved Seat,mahtab akbar rashdi,2024-09-14
Reserved Seat,mussarat rafique mahesar,2024-09-14
Reserved Seat,mahreen razzaq bhutto,2024-09-14
Reserved Seat,shazia sobia aslam soomro,2024-09-14
Reserved Seat,naz baloch,2024-09-14
Reserved Seat,sofia saeed shah,2024-09-14
Reserved Seat,nikhat shakeel khan,2024-09-14
Reserved Seat,sabheen ghoury,2024-09-14
Reserved Seat,rana ansar,2024-09-14
Reserved Seat,shaista khan,2024-09-14
Reserved Seat,shahida begum,2024-09-14
Reserved Seat,izbal zehri,2024-09-14
Reserved Seat,kiran haider,2024-09-14
Reserved Seat,akhtar bibi,2024-09-14
Reserved Seat,aliya kamran,2024-09-14
Reserved Seat,kesoo mal kheal das,2024-09-14
Reserved Seat,darshan,2024-09-14
Reserved Seat,nelson azeem,2024-09-14
Reserved Seat,isphanyar m. bhandara,2024-09-14
Reserved Seat,ramesh lal,2024-09-14
Reserved Seat,naveed aamir,2024-09-14
Reserved Seat,mohan manjiani,2024-09-14
